PWSID,dist_airport_m,dist_airport_km,dist_military_m,dist_military_km,dist_landfill_m,dist_landfill_km,dist_wwtp_m,dist_wwtp_km,dist_industrial_m,dist_industrial_km,landfills_within_1km,industrial_within_1km,landfills_within_3km,industrial_within_3km,landfills_within_5km,industrial_within_5km,landfills_within_10km,industrial_within_10km,is_groundwater,is_mwra,source_type,SITE_NAME,TOWN,num_sources,pws_name,total_samples,total_results,any_detection,ever_exceeded_federal_mcl,max_pfoa_ppt,max_pfos_ppt,num_pfas_detected,max_pfas6_sum_ppt,ever_exceeded_ma_mmcl,in_ucmr5,pfas_detected,serves_ej_community,ej_area_fraction,ej_population_overlapped,any_income,any_minority,any_english,ej_criteria_distinct,predicted_risk_score,risk_category
MA1132000,5202.193429022777,5.202193429022778,46876.19693107734,46.87619693107735,1659.8984465312633,1.6598984465312634,3499.095019763471,3.499095019763471,4682.820436670797,4.682820436670797,0,0,1,0,1,3,7,25,0,0,SW,BELMONT RESERVOIR,HINSDALE,1,,,,,,,,,,,False,,1,0.4503247375794543,574.0,1,0,0,1,0.150352604855164,Low
MA1132001,5684.422016638522,5.684422016638522,45381.04532541071,45.3810453254107,5681.68315213681,5.68168315213681,2325.969929824286,2.3259699298242857,5945.699396915338,5.945699396915338,0,0,0,0,0,0,6,11,1,0,GW,DEEP WELL #2,HINSDALE,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.18957938146224548,Low
MA1132002,7139.250858230011,7.13925085823001,44047.85428008162,44.04785428008162,4628.671887876245,4.628671887876245,1864.3075827106693,1.8643075827106697,6680.690374184862,6.680690374184862,0,0,0,0,1,0,7,10,1,0,GW,WELL #1,HINSDALE,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1470300582298099,Low
MA1132006,6355.738362433082,6.355738362433082,45174.36572931681,45.1743657293168,4765.393321126291,4.765393321126291,1407.4348176945205,1.4074348176945204,5524.79659586051,5.52479659586051,0,0,0,0,1,0,6,11,0,0,TNC,CAMP TACONIC,HINSDALE,3,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.08823554228139001,Low
MA1132008,5918.063770666407,5.918063770666406,45292.92509030941,45.29292509030941,5464.380962648409,5.464380962648409,2123.388454560813,2.1233884545608133,5918.306999435684,5.918306999435684,0,0,0,0,0,0,6,11,1,0,GW,WELL #1 SHORE DRIVE,HINSDALE,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.18141925089063443,Low
MA1132009,3207.662474597953,3.207662474597953,43093.43017077836,43.09343017077836,2552.1583338039954,2.5521583338039955,5318.427430560621,5.318427430560622,8658.262253979223,8.658262253979222,0,0,1,0,2,0,5,10,1,0,GW,WELL #1,HINSDALE,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.22564589013533284,Low
MA1132011,6983.468023150944,6.983468023150944,43664.79657826224,43.66479657826224,5291.523088021878,5.2915230880218775,2580.2459295611216,2.580245929561121,7280.674192136543,7.2806741921365425,0,0,0,0,0,0,4,6,0,0,TNC,BERKSHIRE LAKE CAMP,HINSDALE,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.06754284561073681,Low
MA1132012,7157.610333873938,7.157610333873937,44166.23126484945,44.16623126484945,4691.965204662751,4.691965204662751,1868.3236893064009,1.8683236893064008,6643.482551827027,6.643482551827027,0,0,0,0,1,0,7,10,1,0,GW,WELL #1,HINSDALE,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1480928623421927,Low
MA1132013,5970.446834675684,5.970446834675684,45819.5521018627,45.8195521018627,1057.655754413294,1.057655754413294,2532.154966616584,2.532154966616584,4928.76693587019,4.92876693587019,0,0,1,0,1,1,6,21,0,0,TNC,FERNWOOD FOREST CAMPGROUND INC,HINSDALE,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.11210410130745864,Low
MA1132014,6050.502345187068,6.050502345187068,46929.08739072098,46.92908739072098,3000.45053378042,3.00045053378042,1677.0647079154858,1.6770647079154857,3659.897509432924,3.6598975094329234,0,0,0,0,1,3,6,19,0,0,TNC,HINSDALE TRADING COMPANY,HINSDALE,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1349232351477295,Low
MA1135001,10743.94929992081,10.74394929992081,34523.39045919037,34.52339045919037,1350.9681640935792,1.3509681640935791,8984.36168282414,8.98436168282414,7217.580078493592,7.217580078493592,0,0,3,0,5,0,7,5,0,0,TNC,PJS TAVERN,HOLLAND,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1712385693639804,Low
MA1135003,10054.944214145611,10.05494421414561,34071.84804290401,34.07184804290401,300.85700151130175,0.3008570015113017,8122.918767897218,8.122918767897218,6223.286374295693,6.223286374295693,2,0,3,0,5,0,8,6,0,0,NTNC,HOLLAND ELEMENTARY SCHOOL,HOLLAND,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1854032016087221,Low
MA1135007,8998.051857440523,8.998051857440522,33186.57835851321,33.18657835851321,688.1043415748467,0.6881043415748467,7594.496399305965,7.594496399305965,5310.152019173712,5.310152019173712,1,0,2,0,4,0,8,6,0,0,TNC,LAKE SIOG PARK,HOLLAND,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.20548733800293464,Low
MA1135008,11156.84257823789,11.15684257823789,35320.44233914621,35.32044233914621,1128.3796008257953,1.1283796008257954,9197.00808127618,9.19700808127618,7610.85961126929,7.61085961126929,0,0,4,0,5,0,6,5,0,0,TNC,CAUSEWAY TAVERN,HOLLAND,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1588855516693297,Low
MA1135011,10737.830647055356,10.737830647055356,34527.06564975501,34.52706564975501,1372.9955481971344,1.3729955481971343,8948.914532505269,8.948914532505269,7182.136963104581,7.182136963104581,0,0,3,0,5,0,7,5,0,0,TNC,HOLLANDS  MAINE ATTRACTION,HOLLAND,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.17161456991671636,Low
MA1135012,10618.33427102733,10.61833427102733,34436.008621447094,34.436008621447094,1225.616308739696,1.225616308739696,8853.373288901998,8.853373288901997,7064.104264694412,7.0641042646944125,0,0,3,0,5,0,7,5,0,0,TNC,HOLLAND MARKET,HOLLAND,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.17379996190234426,Low
MA1135013,9415.18889535974,9.41518889535974,33493.6403094433,33.4936403094433,142.0555538790421,0.1420555538790421,8005.540847728182,8.00554084772818,5888.908766045313,5.888908766045313,2,0,3,0,5,0,8,6,0,0,TNC,HOLLAND SENIOR CENTER,HOLLAND,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.20135409621255634,Low
MA1135014,9728.124759542054,9.728124759542052,33722.88322539191,33.72288322539191,329.2557959125639,0.3292557959125639,8293.844479906384,8.293844479906383,6302.1408759102,6.3021408759102,2,0,3,0,5,0,8,5,0,0,TNC,BALDERELLI INC,HOLLAND,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.19174070191835596,Low
MA1137003,3059.431684310321,3.0594316843103213,11606.223333575846,11.606223333575846,1169.5585936119246,1.1695585936119246,2961.8346998384463,2.9618346998384464,2648.0287050640013,2.648028705064001,0,0,2,2,4,5,16,38,0,0,TNC,DCR MT TOM STATE RESERVATION,HOLYOKE,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.28796072635699516,Moderate
MA1143000,13446.490747683569,13.446490747683567,18152.47252606192,18.15247252606192,2299.916464358275,2.299916464358275,2244.5545739288928,2.244554573928893,2372.8196880759647,2.372819688075965,0,0,3,1,4,1,11,1,1,0,GW,WELL #2,HUNTINGTON,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.24640574313716737,Low
MA1143002,13679.85127674157,13.679851276741571,18105.81583844457,18.10581583844457,1737.9128343030916,1.7379128343030916,4578.112088648428,4.578112088648428,4809.612171761085,4.809612171761085,0,0,1,0,4,1,10,1,0,0,TNC,THE RAPIDS BAR AND GRILL,HUNTINGTON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.11016921209374136,Low
MA1143003,14667.255303978478,14.66725530397848,16523.903213633424,16.523903213633425,944.3590934618194,0.9443590934618192,1955.8605105357244,1.9558605105357243,2162.601025371365,2.162601025371365,1,0,3,1,4,1,9,1,0,0,NTNC,GATEWAY REGIONAL SCHOOL,HUNTINGTON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.11140568314871643,Low
MA1143004,13250.073520132117,13.250073520132116,18401.677844847192,18.401677844847192,2598.7397408213105,2.5987397408213107,2543.20383332471,2.5432038333247102,2664.604863172185,2.664604863172185,0,0,2,1,4,1,11,1,0,0,TNC,COUNTY LINE TAVERN,HUNTINGTON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.12806714731232777,Low
MA1143006,13111.493373195122,13.111493373195122,18330.1950599436,18.3301950599436,2701.4937412463664,2.701493741246366,8089.78580665112,8.08978580665112,8269.953543235233,8.269953543235234,0,0,1,0,1,0,7,1,0,0,TNC,THE RETREAT AT NORWICH LAKE,HUNTINGTON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.0822863882347104,Low
MA1143007,14162.776611297955,14.162776611297955,17744.732099263038,17.744732099263036,2280.565175264985,2.280565175264985,4039.401809917928,4.039401809917927,4267.867229310874,4.267867229310874,0,0,1,0,4,1,10,1,0,0,TNC,DCR C M GARDNER STATE FOREST,HUNTINGTON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.10987424946680005,Low
MA1143008,11906.116254529808,11.906116254529806,19644.48526948064,19.64448526948064,3140.5727541135952,3.140572754113596,9136.883307892866,9.136883307892866,9337.255350614854,9.337255350614852,0,0,0,0,1,0,6,1,0,0,TNC,YMCA CAMP NORWICH,HUNTINGTON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.08739153474684316,Low
MA1143010,13721.538331180987,13.721538331180987,17670.168239992432,17.67016823999243,1480.855778219276,1.480855778219276,5862.522994190514,5.862522994190513,6054.4178555445205,6.0544178555445205,0,0,1,0,2,0,7,1,0,0,TNC,NEBBS WELL,HUNTINGTON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.08907456394310106,Low
MA1143011,8561.754143356638,8.561754143356639,18914.1044902718,18.9141044902718,208.26234284180472,0.2082623428418047,5835.10074346379,5.835100743463791,6070.138118008783,6.070138118008783,1,0,1,0,2,0,8,1,0,0,TNC,KNIGHTVILLE DAM WATER SYSTEM,HUNTINGTON,3,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.12775546538853774,Low
MA1143013,12542.813823696182,12.542813823696182,18814.564003004936,18.814564003004936,1884.982519573793,1.884982519573793,7689.363519112532,7.689363519112532,7889.427572755204,7.889427572755204,0,0,1,0,1,0,6,1,0,0,TNC,NORWICH LAKE FARM  LOWER SYSTEM,HUNTINGTON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.0853406371946545,Low
MA1143014,11685.856848088226,11.685856848088228,19722.877273345737,19.722877273345738,2429.8186381274977,2.429818638127497,8568.221992480745,8.568221992480746,8779.208639187016,8.779208639187017,0,0,1,0,1,0,6,1,0,0,TNC,NORWICH LAKE FARM  UPPER SYSTEM,HUNTINGTON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.08916457935638955,Low
MA1148000,6558.418640965529,6.558418640965529,57956.509732063765,57.956509732063765,2577.729438563503,2.577729438563503,6659.190929605486,6.659190929605487,2789.595494700304,2.789595494700304,0,0,1,3,1,4,10,27,1,0,GW,GP WELL #2 TOWN BROOK,LANESBOROUGH,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.4801948650948167,Moderate
MA1148007,8644.733951789272,8.644733951789272,57771.80509041491,57.77180509041492,4690.938862611714,4.6909388626117146,7622.844543098868,7.622844543098868,3476.0619489469564,3.476061948946956,0,0,0,0,1,5,10,21,0,0,TNC,CAMP MOHAWK IN THE BERKSHIRES,LANESBOROUGH,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.27322753383992004,Moderate
MA1148008,10063.60555379046,10.06360555379046,60833.35617165681,60.83335617165681,2604.3585040993826,2.604358504099382,10096.074248780742,10.096074248780742,4339.333907603291,4.339333907603291,0,0,1,0,1,1,10,17,1,0,GW,WELL #7 (02G),LANESBOROUGH,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.44923167917239043,Moderate
MA1148009,4175.612675050455,4.175612675050456,54708.75093519858,54.70875093519858,2365.655382028126,2.365655382028126,4105.933258018873,4.105933258018873,414.838158729386,0.4148381587293859,0,3,2,7,4,14,9,27,0,0,TNC,ARIZONA PIZZA COMPANY,LANESBOROUGH,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.4593621859280982,Moderate
MA1148010,9851.72972315941,9.851729723159409,60210.687484346,60.210687484346,3303.929460387124,3.303929460387124,9716.51620565762,9.71651620565762,4913.337507210632,4.913337507210632,0,0,0,0,1,1,11,18,0,0,TNC,THE BROOK PUB  GRILL,LANESBOROUGH,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.23815795203998955,Low
MA1148014,4082.565437984519,4.08256543798452,54695.96016271501,54.69596016271501,2388.442184830601,2.388442184830601,4106.957599498781,4.106957599498781,347.8379795896804,0.3478379795896804,0,3,2,7,4,15,9,27,0,0,TNC,VS DOG HOUSE,LANESBOROUGH,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.4704654517022334,Moderate
MA1148016,10890.239055866052,10.890239055866052,60937.18234327892,60.93718234327892,4051.830905546047,4.051830905546047,10597.073965043122,10.597073965043124,5409.013851572959,5.409013851572959,0,0,0,0,2,0,8,13,0,0,TNC,MT GREYLOCK CAMPSITE PARK LLC,LANESBOROUGH,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.2434398559702573,Low
MA1148017,6034.069686399776,6.034069686399777,55200.11403957512,55.20011403957512,3013.281422837052,3.013281422837052,4792.448339282371,4.792448339282371,2121.110435420944,2.121110435420944,0,0,0,3,2,11,9,27,0,0,TNC,PITTSFIELD MOLD  TOOL,LANESBOROUGH,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.3159305598737472,Moderate
MA1148018,8620.122067816672,8.620122067816672,60623.08660107214,60.62308660107214,2278.324005135761,2.278324005135761,6863.164218555087,6.863164218555087,970.9471766791175,0.9709471766791176,0,1,1,1,1,1,6,24,0,0,TNC,PONDEROSA CAMPGROUND,LANESBOROUGH,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.32444298395956744,Moderate
MA1148019,9520.87167967987,9.520871679679871,59865.32590081041,59.8653259008104,3287.4762350551982,3.2874762350551983,9364.688861277738,9.364688861277738,4818.809912556801,4.818809912556801,0,0,0,0,1,1,11,21,0,0,TNC,VILLAGE AT GREYLOCK,LANESBOROUGH,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.23633149015264812,Low
MA1148020,14206.007819439152,14.206007819439153,64365.4245976928,64.3654245976928,2398.822232488316,2.398822232488316,12417.038666347253,12.417038666347253,7930.485085232393,7.930485085232394,0,0,2,0,3,0,6,5,0,0,TNC,DONNYBROOK COUNTRY CLUB,LANESBOROUGH,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1656752370149793,Low
MA1148022,13402.113706699116,13.402113706699115,64078.78229975742,64.07878229975742,3584.5568970134264,3.5845568970134263,13088.84909411836,13.08884909411836,6740.295409117962,6.740295409117961,0,0,0,0,3,0,6,6,0,0,TNC,RAMBLEWILD LLC,LANESBOROUGH,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.23983903660415629,Low
MA1148023,9479.114770462707,9.479114770462708,59846.31118311708,59.84631118311707,3243.765066528004,3.243765066528004,9338.609464513958,9.338609464513958,4769.420245113715,4.769420245113715,0,0,0,0,1,1,11,21,0,0,TNC,PATRIOTS RESORTS WELCOME CENTER,LANESBOROUGH,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.23786210158351123,Low
MA1150002,12540.761521217912,12.540761521217911,45479.45371169997,45.47945371169997,1914.4959887681616,1.9144959887681616,2240.391955122783,2.240391955122784,1317.6719939537468,1.317671993953747,0,0,4,1,4,2,15,3,0,0,TNC,COLD SPRING,LEE,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1609703500837484,Low
MA1150003,11875.441386211778,11.875441386211778,51404.192571519096,51.4041925715191,3002.862338392518,3.002862338392518,3082.488419867991,3.082488419867991,4943.652985478619,4.943652985478619,0,0,0,0,4,2,17,4,1,0,GW,SPRING (01G),LEE,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.20173292897059417,Low
MA1150005,9586.131058950135,9.586131058950135,42994.07816507585,42.99407816507585,1587.2006878396717,1.5872006878396716,4217.355218289009,4.217355218289009,4149.365588159247,4.149365588159247,0,0,2,0,3,1,11,3,0,0,TNC,BEAVER AUCTIONS & APPRAISALS,LEE,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.14614697566043836,Low
MA1150012,8225.568572309956,8.225568572309957,47350.11193860325,47.35011193860325,352.23898662155966,0.3522389866215596,3366.111916779098,3.366111916779098,753.9734083932352,0.7539734083932352,2,1,4,1,5,1,11,5,0,0,TNC,MAPLE GLADE CAMPGROUNDS,LEE,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.27710722325222636,Moderate
MA1150013,8832.983515319898,8.832983515319897,39799.90086566174,39.79990086566174,4127.1889493848375,4.127188949384838,7568.414984498127,7.568414984498126,7461.553151828835,7.461553151828835,0,0,0,0,3,0,12,2,0,0,TNC,NEW BELDEN TAVERN,LEE,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1436416247753592,Low
MA1152010,4746.31020752466,4.74631020752466,54405.08139234479,54.40508139234479,2483.904812528476,2.4839048125284755,3009.799450602689,3.009799450602689,3796.212430791495,3.796212430791495,0,0,1,0,1,2,11,14,0,0,TNC,PLEASANT VALLEY WILDLIFE SANCTUARY,LENOX,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.16859427237921903,Low
MA1154000,11647.867303541769,11.647867303541767,33771.322320319734,33.77132232031973,2430.57710639809,2.4305771063980903,9260.496080553636,9.260496080553636,11403.933571028385,11.403933571028382,0,0,1,0,1,0,7,0,0,0,TNC,LEVERETT VILLAGE CO OP,LEVERETT,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.058965036198485886,Low
MA1154001,8942.370109444582,8.942370109444582,30058.103423970133,30.05810342397013,3268.253884600837,3.268253884600837,6179.299470328937,6.179299470328937,8923.243040857136,8.923243040857136,0,0,0,0,1,0,5,2,0,0,NTNC,LEVERETT ELEMENTARY SCHOOL,LEVERETT,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.07573366374254485,Low
MA1154003,7275.774836691613,7.275774836691613,29114.885066802213,29.114885066802213,3955.106833486728,3.955106833486728,3716.491894452587,3.716491894452587,7606.208720580874,7.606208720580874,0,0,0,0,2,0,6,3,0,0,TNC,MT TOBY MEETINGHOUSE,LEVERETT,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.083716496170445,Low
MA1154004,5230.003474119477,5.230003474119477,27054.01442803788,27.05401442803788,3490.4604446044373,3.4904604446044374,3397.2781403339386,3.3972781403339387,5745.624410099511,5.745624410099511,0,0,0,0,1,0,7,7,0,0,NTNC,HAMPSHIRE FRANKLIN CHILDRENS DAY CARE,LEVERETT,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.12261082976881531,Low
MA1156001,14048.100488348196,14.048100488348195,55775.81163560791,55.77581163560791,6709.669138520916,6.709669138520916,10841.485644852404,10.841485644852405,8170.270130537544,8.170270130537544,0,0,0,0,0,0,5,2,0,0,NTNC,PEARL RHODES ELEM SCHOOL,LEYDEN,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.11660937570280247,Low
MA1159001,3100.405044356084,3.100405044356084,14579.735659813825,14.579735659813824,817.6031720133618,0.8176031720133619,2673.381102732999,2.673381102732999,2661.497434767164,2.6614974347671643,1,0,7,2,13,22,23,72,0,0,TNC,PIONEER VALLEY YACHT CLUB,LONGMEADOW,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5260696176797823,High
MA1159002,6880.78267610727,6.880782676107271,17037.51943707133,17.037519437071328,3438.161115272153,3.438161115272153,2757.7934490242324,2.7577934490242324,524.186570190348,0.524186570190348,0,1,0,5,7,7,23,39,0,0,TNC,FIELD CLUB OF LONGMEADOW,LONGMEADOW,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.37955635852177766,Moderate
MA1161002,3636.0579057949817,3.636057905794982,10293.238781112675,10.293238781112676,5995.141641570767,5.995141641570768,5094.736612425836,5.094736612425836,4577.607812631113,4.577607812631113,0,0,0,0,0,2,10,24,0,0,TNC,VILLA ROSE RESTAURANT,LUDLOW,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.22234472218228954,Low
MA1161004,2780.525083427027,2.780525083427027,2744.116783242543,2.744116783242544,1718.1985238044783,1.7181985238044784,4044.130667655989,4.044130667655988,2355.7410673924232,2.355741067392424,0,0,3,4,5,10,14,79,0,0,TNC,WESTOVER GOLF COURSE,LUDLOW,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.3945453141140443,Moderate
MA1161005,3269.7325865508305,3.2697325865508304,3194.737584431808,3.194737584431808,2297.983810750512,2.2979838107505115,3389.9616656622443,3.3899616656622444,1151.5306890588554,1.1515306890588557,0,0,1,3,4,11,16,77,0,0,TNC,CHURCH OF JESUS CHRIST OF LDS,LUDLOW,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.4087708562079153,Moderate
MA1161006,3321.786935746611,3.321786935746611,3696.8881632480447,3.696888163248045,2591.9398836405,2.5919398836405,3136.437386742076,3.136437386742076,1325.9531448443245,1.3259531448443245,0,0,1,3,3,10,16,71,0,0,TNC,LUPA ZOO,LUDLOW,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.3669904962818311,Moderate
MA1183002,4270.889950832915,4.270889950832915,32457.95436598378,32.45795436598378,214.1685075711888,0.2141685075711887,13260.27211259914,13.26027211259914,16911.889203336315,16.911889203336315,1,0,2,0,3,0,8,0,0,0,TNC,AZUREGREEN,WALES,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.07452451506113435,Low
MA1190000,13839.833424850754,13.839833424850754,65682.70954822365,65.68270954822364,609.1676049881072,0.6091676049881072,315.26004252355875,0.3152600425235587,4448.362105388264,4.448362105388265,1,0,2,0,2,1,5,1,0,0,SW,PHELPS BROOK RESERVOIR,MONROE,1,,,,,,,,,,,False,,1,0.9999999999999925,2294.0,1,0,0,1,0.04855336548404483,Low
MA1191001,3810.19294238861,3.81019294238861,24292.19413875017,24.29219413875017,3088.299623987681,3.088299623987681,4029.904192345952,4.029904192345952,3894.022509828135,3.894022509828135,0,0,0,0,2,3,11,6,0,0,TNC,PARTRIDGE HOLLOW CAMPING,MONSON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.22863395845523696,Low
MA1191003,2663.432761005514,2.663432761005514,19746.15919324069,19.746159193240697,3725.272975041209,3.725272975041209,4454.3900882162925,4.454390088216292,5199.466716340048,5.199466716340048,0,0,0,0,2,0,9,5,0,0,TNC,SPRINGFIELD SPORTSMANS CLUB,MONSON,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.20386960436650056,Low
MA1191004,2542.3847513746646,2.5423847513746645,21393.41680020393,21.393416800203926,2474.629933183876,2.474629933183876,2261.2000260814416,2.261200026081441,1141.657907182743,1.141657907182743,0,0,2,4,4,5,10,10,0,0,TNC,SUNSETVIEW FARM CAMPING AREA,MONSON,3,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.34595231081071975,Moderate
MA1191005,5266.748211319671,5.266748211319671,14012.146556983567,14.012146556983568,4170.160045977977,4.170160045977976,4009.523125562294,4.009523125562294,3077.6240817892008,3.077624081789201,0,0,0,0,4,5,10,24,0,0,TNC,QUEST ENTERPRISES,MONSON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.2821369578009523,Moderate
MA1191007,3328.785726201126,3.3287857262011267,23144.62998111281,23.14462998111281,3073.106079429047,3.073106079429047,2875.000667076321,2.875000667076321,2633.8417584456224,2.633841758445622,0,0,0,1,3,3,9,9,0,0,TNC,WESTVIEW FARM,MONSON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.2644164262732353,Moderate
MA1191008,5481.525132757349,5.481525132757349,14106.603886970406,14.106603886970406,4041.4004763489934,4.0414004763489935,3793.608827181363,3.793608827181363,2901.122337758345,2.9011223377583453,0,0,0,1,4,5,10,24,0,0,TNC,MAGIC LANTERN,PALMER,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.27786645994418463,Moderate
MA1191011,6241.9831513239,6.2419831513239,14716.76978597274,14.716769785972742,3392.206010730177,3.392206010730177,3066.79240283865,3.06679240283865,2593.0046016904,2.5930046016904,0,0,0,1,2,6,10,21,0,0,TNC,ASYLUM FITNESS,MONSON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.2259901048279407,Low
MA1191012,3783.02105461024,3.783021054610239,13840.450840218838,13.84045084021884,3890.317725927154,3.890317725927155,5583.5021293861455,5.5835021293861455,4693.397639718302,4.693397639718302,0,0,0,0,4,1,12,28,0,0,TNC,SILVER BELL FARM LLC,MONSON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.27369689012258025,Moderate
MA1191013,5680.354489689682,5.680354489689682,14449.206592079276,14.449206592079276,3701.952593494397,3.701952593494397,3632.8849534253336,3.6328849534253336,2972.201203577816,2.972201203577816,0,0,0,1,3,5,10,22,0,0,TNC,ARDOR CROSSFIT AND FITNESS,MONSON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.24935174563286308,Low
MA1191014,4641.840295273738,4.641840295273738,18077.0490857766,18.0770490857766,1886.4413815493613,1.8864413815493617,2587.401920686314,2.587401920686314,3206.6539258199264,3.2066539258199263,0,0,1,0,2,3,12,11,0,0,TNC,ECHO HILL ORCHARDS AND WINERY,MONSON,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.19622810488740097,Low
MA1192003,7131.512520978785,7.131512520978784,37043.51372199152,37.04351372199152,2407.581623736134,2.4075816237361343,6127.318978564063,6.127318978564063,5563.445200085094,5.563445200085094,0,0,1,0,2,0,8,8,1,0,GW,WELL #1,MONTAGUE,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.31249085749864813,Moderate
MA1192006,8506.132274875941,8.506132274875942,35875.122911726714,35.87512291172671,1483.449944388721,1.483449944388721,6603.2964873243145,6.6032964873243145,7992.056944563001,7.992056944563001,0,0,2,0,2,0,7,4,0,0,TNC,MONTAGUE RETREAT CENTER,MONTAGUE,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1020656812067427,Low
MA1192007,7372.632658341251,7.372632658341251,36776.97021854551,36.77697021854551,2119.483536018284,2.119483536018284,6221.949861339793,6.221949861339793,5948.397351398062,5.948397351398062,0,0,1,0,2,0,8,7,0,0,TNC,COMMON VARIETY,MONTAGUE,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1550528575367713,Low
