PWSID,dist_airport_m,dist_airport_km,dist_military_m,dist_military_km,dist_landfill_m,dist_landfill_km,dist_wwtp_m,dist_wwtp_km,dist_industrial_m,dist_industrial_km,landfills_within_1km,industrial_within_1km,landfills_within_3km,industrial_within_3km,landfills_within_5km,industrial_within_5km,landfills_within_10km,industrial_within_10km,is_groundwater,is_mwra,source_type,SITE_NAME,TOWN,num_sources,pws_name,total_samples,total_results,any_detection,ever_exceeded_federal_mcl,max_pfoa_ppt,max_pfos_ppt,num_pfas_detected,max_pfas6_sum_ppt,ever_exceeded_ma_mmcl,in_ucmr5,pfas_detected,serves_ej_community,ej_area_fraction,ej_population_overlapped,any_income,any_minority,any_english,ej_criteria_distinct
MA1024002,1387.0817816311833,1.3870817816311833,12663.927642335693,12.663927642335693,4528.875837316134,4.528875837316134,3557.248874962154,3.557248874962154,1065.7176436075954,1.0657176436075955,0,0,0,1,1,1,6,4,True,False,GW,WELL  #2,BELCHERTOWN,5,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1024006,3152.2171026355904,3.1522171026355905,14953.184411394546,14.953184411394547,5871.7243292473395,5.871724329247339,4516.64734293982,4.51664734293982,2493.6929501397485,2.4936929501397485,0,0,0,1,0,1,8,7,False,False,TNC,MILL VALLEY GOLF LINKS INC,BELCHERTOWN,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1024009,1762.6460903955508,1.7626460903955508,16245.873294538935,16.245873294538935,2303.437019596675,2.3034370195966747,3869.53487162359,3.86953487162359,1899.9326063362792,1.8999326063362791,0,0,1,1,2,1,4,3,True,False,GW,WELL #1,BELCHERTOWN,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1024011,3619.7556382950715,3.6197556382950715,17943.171245917478,17.943171245917476,3407.6408771408837,3.4076408771408837,5512.647507879369,5.512647507879369,4826.559739531176,4.826559739531176,0,0,0,0,1,1,9,7,False,False,NTNC,DCR QUABBIN ADMINISTRATION BUILDING,BELCHERTOWN,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1024012,2659.422628160069,2.659422628160069,15341.322025601441,15.34132202560144,2448.8758420682884,2.4488758420682886,1419.1772667426594,1.4191772667426594,2505.5363641375943,2.5055363641375945,0,0,2,1,2,2,3,3,False,False,NTNC,QUABBIN ADULT MEDICINE,BELCHERTOWN,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1024013,1906.3673049838471,1.9063673049838472,11249.567076074802,11.249567076074802,4585.037802588729,4.5850378025887295,4017.667320895285,4.017667320895285,2071.0268776014486,2.0710268776014487,0,0,0,1,1,1,5,7,False,False,NTNC,COLD SPRING COUNTRY CLUB,BELCHERTOWN,2,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1024015,1699.3320142134535,1.6993320142134534,13718.44739861097,13.71844739861097,4650.7460464347005,4.6507460464347,3431.6527846762233,3.4316527846762233,1055.881343368677,1.0558813433686771,0,0,0,1,1,1,6,5,True,False,GW,WELL #1,BELCHERTOWN,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1024018,2882.37245744378,2.8823724574437803,15620.395670693737,15.620395670693737,3680.55456862113,3.68055456862113,2268.096377005762,2.268096377005762,2626.9536470172957,2.6269536470172956,0,0,0,1,2,2,6,4,False,False,TNC,EVERGREENE GOLF CENTER,BELCHERTOWN,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1024019,5179.487351774762,5.179487351774762,17407.004134519568,17.407004134519568,2515.2341459702175,2.5152341459702177,5645.0274896841665,5.645027489684167,5350.530157233335,5.350530157233335,0,0,2,0,2,0,4,8,False,False,TNC,1100 FEDERAL BUILDING,BELCHERTOWN,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1024021,2386.001536265778,2.3860015362657783,11251.070939545518,11.251070939545517,2348.176626488607,2.348176626488607,2722.9626742305268,2.722962674230527,3043.4717722289683,3.043471772228968,0,0,1,0,2,2,3,4,False,False,NTNC,PMDM REALTY LLC,BELCHERTOWN,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1024022,3138.1629475711916,3.1381629475711916,15278.236210530451,15.278236210530451,5638.178393694425,5.6381783936944245,4239.413490274268,4.239413490274268,2488.6938722991213,2.4886938722991214,0,0,0,1,0,1,8,5,False,False,TNC,PHOENIX FRUIT FARM COUNTRY STORE,BELCHERTOWN,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1024023,1740.0983776115306,1.7400983776115306,14315.722619847444,14.315722619847444,1978.595784160418,1.9785957841604178,3733.859284669296,3.733859284669296,1882.539848429822,1.8825398484298221,0,0,2,1,2,1,4,4,False,False,NTNC,CUTCHINS PROGRAM FOR CHILDREN  FAMILIES,BELCHERTOWN,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1029000,7851.133951191191,7.851133951191191,51120.98206769157,51.12098206769157,2128.098016878825,2.128098016878825,5078.455433958747,5.078455433958746,4995.121066372843,4.995121066372843,0,0,1,0,1,1,8,9,True,False,GW,REPLACEMENT PRATT WELL,BERNARDSTON,2,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1033000,12553.75040391312,12.55375040391312,24602.04837161236,24.60204837161236,6215.090592468085,6.215090592468084,7260.195104767343,7.260195104767343,11140.322531812473,11.140322531812473,0,0,0,0,0,0,7,0,False,False,SW,LONG POND RESERVOIR (01S),BLANDFORD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1033002,14042.464878602816,14.042464878602816,23991.43227682453,23.99143227682453,4698.047850510746,4.698047850510746,7992.2123527811455,7.992212352781145,12667.122701979197,12.667122701979197,0,0,0,0,1,0,4,0,False,False,TNC,SNOWS STEAK HOUSE,BLANDFORD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043001,2129.6898454593284,2.1296898454593283,23028.878590148415,23.028878590148416,455.0586496117862,0.4550586496117862,5345.764452437276,5.345764452437276,3450.0719310782233,3.4500719310782233,1,0,1,0,4,5,10,10,True,False,GW,LOWER WELL (02G),BRIMFIELD,2,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043002,4313.750514091237,4.313750514091237,28454.49940526635,28.45449940526635,2922.0702587784276,2.9220702587784277,9228.984178406137,9.228984178406137,693.8612656713117,0.6938612656713117,0,1,1,1,3,1,9,9,True,False,GW,WELL  #1,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043004,2618.5620666128975,2.6185620666128977,24189.61667141638,24.18961667141638,1864.7407242756772,1.8647407242756773,3979.2239087493626,3.9792239087493626,3626.876114118139,3.626876114118139,0,0,2,0,3,3,12,9,False,False,TNC,DCR BRIMFIELD STATE FOREST,BRIMFIELD,2,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043006,8135.146968189378,8.135146968189378,32293.840149427102,32.293840149427105,4913.930635834917,4.913930635834917,5447.994534847723,5.447994534847723,2688.5426963548234,2.6885426963548236,0,0,0,1,1,4,9,6,False,False,TNC,WOODLAND INN,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043008,4464.039353549468,4.464039353549468,28555.406121794014,28.555406121794014,2812.3666671331275,2.8123666671331273,9087.445253523623,9.087445253523624,839.730883464233,0.839730883464233,0,1,1,1,2,1,9,9,False,False,TNC,BRIMFIELD MARKET,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043011,4709.658167734522,4.709658167734522,28766.118686155303,28.766118686155302,2801.205193604357,2.8012051936043574,8849.5357366113,8.8495357366113,975.3332199517046,0.9753332199517045,0,1,1,1,2,1,9,9,False,False,TNC,HITCHCOCK FREE ACADEMY,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043014,4342.309077845452,4.342309077845451,28540.22373352527,28.54022373352527,3135.726509428098,3.135726509428098,9199.992491791616,9.199992491791615,480.47434103299423,0.48047434103299425,0,1,0,1,3,1,9,9,False,False,NTNC,BRIMFIELD ELEMENTARY SCHOOL,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043015,3434.618360469112,3.434618360469112,27659.76849917746,27.65976849917746,3070.851367854233,3.070851367854233,8500.060205210104,8.500060205210104,1065.57952368365,1.06557952368365,0,0,0,1,3,1,11,9,False,False,TNC,FRANCESCOS ITALIAN RESTAURANT,BRIMFIELD,2,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043017,4363.979526429762,4.363979526429762,28459.835894802884,28.459835894802882,2793.393284571924,2.7933932845719243,9187.344834206759,9.187344834206758,831.6390731041962,0.8316390731041962,0,1,1,1,2,1,9,9,False,False,TNC,VILLA SOFIA,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043018,8000.163119801882,8.000163119801883,32197.881738712353,32.197881738712354,4721.192576223244,4.721192576223244,5617.565593987996,5.6175655939879965,2855.6621523610165,2.8556621523610164,0,0,0,1,2,4,9,6,False,False,TNC,HARRINGTON PHYSICIAN SERVICES,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043019,8724.828904686961,8.72482890468696,33680.6274030355,33.6806274030355,3973.861364260993,3.9738613642609932,4556.447723174877,4.556447723174877,2023.8389150319906,2.0238389150319906,0,0,0,2,2,4,9,11,False,False,TNC,QUINEBAUG COVE CAMPSITE,BRIMFIELD,2,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043020,7467.543278302911,7.4675432783029105,31769.463256156683,31.769463256156683,4150.352024746312,4.150352024746312,6324.833877021322,6.324833877021322,3072.3931116706294,3.0723931116706296,0,0,0,0,2,3,9,6,False,False,TNC,VILLAGE GREEN CAMPGROUND,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043023,8124.7640414971365,8.124764041497137,32290.164880164695,32.290164880164696,4880.315382188875,4.880315382188876,5463.816103334527,5.463816103334527,2703.4962419591157,2.7034962419591158,0,0,0,1,1,4,9,6,False,False,TNC,MOJOS RISE N DINE,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043024,6325.184073811995,6.325184073811996,30604.077186788872,30.60407718678887,4562.518094254785,4.562518094254785,7223.746819505976,7.223746819505976,1920.0767713175994,1.9200767713175995,0,0,0,1,2,3,9,6,False,False,TNC,SPRINGFIELD BOYS CLUB,BRIMFIELD,2,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043025,4421.637740861634,4.421637740861634,28712.47580661413,28.71247580661413,3588.468993934184,3.5884689939341836,9170.120704194384,9.170120704194384,34.49281313362924,0.034492813133629244,0,1,0,1,3,1,9,9,False,False,NTNC,VIANT AS AND O HOLDING LLC,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043026,4505.225595390569,4.505225595390569,28617.76706990014,28.61776706990014,2893.457428195149,2.8934574281951493,9040.936970178776,9.040936970178777,774.3284956134912,0.7743284956134913,0,1,1,1,2,1,9,9,False,False,TNC,CUMBERLAND FARMS STORE #2080,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043027,8471.936897362628,8.471936897362628,33391.646024232956,33.391646024232955,4795.241788983659,4.795241788983659,4446.087864718513,4.446087864718513,1698.0075406053102,1.6980075406053101,0,0,0,2,1,4,9,9,False,False,TNC,MK FUEL INC,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043028,3280.3132565514934,3.2803132565514934,27462.49195166903,27.46249195166903,2924.018586634036,2.9240185866340362,8373.803535834026,8.373803535834027,1286.2981193518988,1.2862981193518987,0,0,1,1,4,1,11,9,False,False,TNC,COLLINS APPLE BARN,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043029,4707.662187156305,4.707662187156305,28861.05290766724,28.86105290766724,3110.263788415106,3.110263788415106,8832.984564444045,8.832984564444045,686.178885245018,0.686178885245018,0,1,0,1,3,1,9,8,False,False,TNC,SOPHIES COFFEEHOUSE,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1043030,4022.2240523830997,4.0222240523831,28206.651149060675,28.206651149060676,2997.3143584530267,2.9973143584530266,9091.203372312437,9.091203372312437,672.8349616925884,0.6728349616925884,0,1,1,1,3,1,9,9,False,False,TNC,BRIMFIELD WINERY AND CIDERY,BRIMFIELD,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1047000,19401.14480038886,19.401144800388863,50369.313464359824,50.36931346435983,3133.6310139764955,3.1336310139764953,1966.879380357434,1.966879380357434,5560.881956944891,5.560881956944891,0,0,0,0,4,0,11,1,False,False,NTNC,MOHAWK TRAIL REGIONAL HIGH SCHOOL,BUCKLAND,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
MA1047002,20000.244745995587,20.000244745995587,50522.51279552935,50.52251279552935,3625.9372565297263,3.6259372565297263,2351.1781978150098,2.3511781978150097,6021.729799936649,6.021729799936649,0,0,0,0,4,0,11,1,False,False,TNC,BUCKLAND RECREATION FACILITY,BUCKLAND,1,,,,,,,,,,,False,,False,0.0,0.0,False,False,False,0
