PWSID,PWSName,SamplePointID,CollectionDate,pfas6_sum_ppt,pfas6_n_detected,pfas6_n_analytes,exceeds_ma_mmcl
MA1004000,ADAMS FIRE DISTRICT,10006,11/3/2025,10.5,0,6,False
MA1004000,ADAMS FIRE DISTRICT,10006,5/5/2025,10.5,0,6,False
MA1005000,AGAWAM WATER DEPARTMENT,EP001,11/6/2024,10.5,0,6,False
MA1005000,AGAWAM WATER DEPARTMENT,EP001,2/14/2025,10.5,0,6,False
MA1005000,AGAWAM WATER DEPARTMENT,EP001,5/8/2024,10.5,0,6,False
MA1005000,AGAWAM WATER DEPARTMENT,EP001,8/21/2024,10.5,0,6,False
MA1008000,AMHERST DPW  WATER DIVISION,16954,2/7/2024,10.5,0,6,False
MA1008000,AMHERST DPW  WATER DIVISION,16954,8/14/2023,10.5,0,6,False
MA1008000,AMHERST DPW  WATER DIVISION,21626,2/7/2024,10.5,0,6,False
MA1008000,AMHERST DPW  WATER DIVISION,21626,8/14/2023,10.5,0,6,False
MA1008000,AMHERST DPW  WATER DIVISION,494,11/1/2023,10.5,0,6,False
MA1008000,AMHERST DPW  WATER DIVISION,494,2/7/2024,10.5,0,6,False
MA1008000,AMHERST DPW  WATER DIVISION,494,6/12/2024,10.5,0,6,False
MA1008000,AMHERST DPW  WATER DIVISION,494,9/5/2023,10.5,0,6,False
MA1008000,AMHERST DPW  WATER DIVISION,499,2/7/2024,10.5,0,6,False
MA1008000,AMHERST DPW  WATER DIVISION,499,8/14/2023,10.5,0,6,False
MA1008000,AMHERST DPW  WATER DIVISION,501,2/7/2024,10.5,0,6,False
MA1008000,AMHERST DPW  WATER DIVISION,501,8/14/2023,10.5,0,6,False
MA1015000,ATHOL DPW  WATER DIVISION,10000,3/26/2025,10.5,0,6,False
MA1015000,ATHOL DPW  WATER DIVISION,10000,9/10/2024,10.5,0,6,False
MA1015000,ATHOL DPW  WATER DIVISION,10007,3/26/2025,10.5,0,6,False
MA1015000,ATHOL DPW  WATER DIVISION,10007,9/10/2024,10.5,0,6,False
MA1024000,BELCHERTOWN WATER DISTRICT,10004,3/6/2023,10.5,0,6,False
MA1024000,BELCHERTOWN WATER DISTRICT,10004,9/11/2023,10.5,0,6,False
MA1024000,BELCHERTOWN WATER DISTRICT,10006,3/6/2023,10.5,0,6,False
MA1024000,BELCHERTOWN WATER DISTRICT,10006,9/11/2023,10.5,0,6,False
MA1061000,CHICOPEE WATER DEPT (MWRA),10028,1/8/2024,10.5,0,6,False
MA1061000,CHICOPEE WATER DEPT (MWRA),10028,10/7/2024,10.5,0,6,False
MA1061000,CHICOPEE WATER DEPT (MWRA),10028,4/9/2024,10.5,0,6,False
MA1061000,CHICOPEE WATER DEPT (MWRA),10028,7/9/2024,10.5,0,6,False
MA1070000,DALTON FIRE DISTRICT,EP1,3/4/2025,10.5,0,6,False
MA1070000,DALTON FIRE DISTRICT,EP1,6/2/2025,10.5,0,6,False
MA1070000,DALTON FIRE DISTRICT,EP1,9/10/2025,10.5,0,6,False
MA1070000,DALTON FIRE DISTRICT,EP2,3/4/2025,10.5,0,6,False
MA1070000,DALTON FIRE DISTRICT,EP2,6/2/2025,10.5,0,6,False
MA1070000,DALTON FIRE DISTRICT,EP2,9/10/2025,10.5,0,6,False
MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,10005,12/5/2023,10.5,0,6,False
MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,10005,3/6/2023,10.5,0,6,False
MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,10005,6/6/2023,10.5,0,6,False
MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,10005,9/20/2023,10.5,0,6,False
MA1085000,EAST LONGMEADOW DPW WATER DEPT,EP001,1/6/2025,10.5,0,6,False
MA1085000,EAST LONGMEADOW DPW WATER DEPT,EP001,10/8/2024,10.5,0,6,False
MA1085000,EAST LONGMEADOW DPW WATER DEPT,EP001,4/8/2024,10.5,0,6,False
MA1085000,EAST LONGMEADOW DPW WATER DEPT,EP001,7/9/2024,10.5,0,6,False
MA1087000,EASTHAMPTON WATER DEPT,10001,1/10/2025,10.5,0,6,False
MA1087000,EASTHAMPTON WATER DEPT,10001,6/6/2024,10.5,0,6,False
MA1087000,EASTHAMPTON WATER DEPT,22264,1/10/2025,10.5,0,6,False
MA1087000,EASTHAMPTON WATER DEPT,22264,6/6/2024,10.5,0,6,False
MA1087000,EASTHAMPTON WATER DEPT,25910,1/10/2025,10.5,0,6,False
MA1087000,EASTHAMPTON WATER DEPT,25910,6/6/2024,10.5,0,6,False
MA1087000,EASTHAMPTON WATER DEPT,563,1/10/2025,10.5,0,6,False
MA1087000,EASTHAMPTON WATER DEPT,563,6/6/2024,10.5,0,6,False
MA1113000,GREAT BARRINGTON FIRE DIST,10000,11/5/2025,10.5,0,6,False
MA1113000,GREAT BARRINGTON FIRE DIST,10000,5/5/2025,10.5,0,6,False
MA1114000,GREENFIELD WATER DEPARTMENT,25168,11/13/2023,10.5,0,6,False
MA1114000,GREENFIELD WATER DEPARTMENT,25168,2/21/2024,10.5,0,6,False
MA1114000,GREENFIELD WATER DEPARTMENT,25168,5/20/2024,10.5,0,6,False
MA1114000,GREENFIELD WATER DEPARTMENT,25168,8/13/2024,10.5,0,6,False
MA1114000,GREENFIELD WATER DEPARTMENT,25169,11/13/2023,10.5,0,6,False
MA1114000,GREENFIELD WATER DEPARTMENT,25169,5/20/2024,10.5,0,6,False
MA1117002,HADLEY DPW WATER DIVISION,10002,3/4/2025,10.5,0,6,False
MA1117002,HADLEY DPW WATER DIVISION,10002,9/9/2025,10.5,0,6,False
MA1117002,HADLEY DPW WATER DIVISION,10008,3/4/2025,10.5,0,6,False
MA1117002,HADLEY DPW WATER DIVISION,10008,9/9/2025,10.5,0,6,False
MA1127000,HATFIELD WATER DEPT,10001,2/5/2024,10.5,0,6,False
MA1127000,HATFIELD WATER DEPT,10001,8/5/2024,10.5,0,6,False
MA1127000,HATFIELD WATER DEPT,10002,11/4/2024,10.5,0,6,False
MA1127000,HATFIELD WATER DEPT,10002,2/5/2024,10.5,0,6,False
MA1127000,HATFIELD WATER DEPT,10002,5/7/2024,10.5,0,6,False
MA1127000,HATFIELD WATER DEPT,10002,8/5/2024,10.5,0,6,False
MA1127000,HATFIELD WATER DEPT,10003,2/5/2024,10.5,0,6,False
MA1127000,HATFIELD WATER DEPT,10003,8/5/2024,10.5,0,6,False
MA1137000,HOLYOKE WATER WORKS,10040,12/2/2024,10.5,0,6,False
MA1137000,HOLYOKE WATER WORKS,10040,6/18/2024,10.5,0,6,False
MA1137000,HOLYOKE WATER WORKS,10040,9/24/2024,10.5,0,6,False
MA1137000,HOLYOKE WATER WORKS,10042,12/3/2024,10.5,0,6,False
MA1137000,HOLYOKE WATER WORKS,10042,3/11/2024,10.5,0,6,False
MA1137000,HOLYOKE WATER WORKS,10042,6/12/2024,10.5,0,6,False
MA1137000,HOLYOKE WATER WORKS,10042,9/9/2024,10.5,0,6,False
MA1150000,LEE WATER DEPT,10006,11/5/2024,10.5,0,6,False
MA1150000,LEE WATER DEPT,10006,2/5/2024,10.5,0,6,False
MA1150000,LEE WATER DEPT,10006,5/8/2024,10.5,0,6,False
MA1150000,LEE WATER DEPT,10006,8/6/2024,10.5,0,6,False
MA1152000,LENOX DPW WATER DIVISION,10000,1/6/2025,10.5,0,6,False
MA1152000,LENOX DPW WATER DIVISION,10000,10/8/2025,10.5,0,6,False
MA1152000,LENOX DPW WATER DIVISION,10000,4/8/2025,10.5,0,6,False
MA1152000,LENOX DPW WATER DIVISION,10000,7/8/2025,10.5,0,6,False
MA1159000,LONGMEADOW WATER DEPT,EP001,1/5/2024,10.5,0,6,False
MA1159000,LONGMEADOW WATER DEPT,EP001,10/13/2023,10.5,0,6,False
MA1159000,LONGMEADOW WATER DEPT,EP001,4/5/2024,10.5,0,6,False
MA1159000,LONGMEADOW WATER DEPT,EP001,7/1/2024,10.5,0,6,False
MA1191000,MONSON WATER AND SEWER DEPT,10001,1/10/2023,10.5,0,6,False
MA1191000,MONSON WATER AND SEWER DEPT,10001,7/10/2023,8.5,0,5,False
MA1191000,MONSON WATER AND SEWER DEPT,10001,8/30/2023,2.0,0,1,False
MA1191000,MONSON WATER AND SEWER DEPT,10002,1/10/2023,10.5,0,6,False
MA1191000,MONSON WATER AND SEWER DEPT,10002,7/10/2023,10.5,0,6,False
MA1191000,MONSON WATER AND SEWER DEPT,10009,1/10/2023,10.5,0,6,False
MA1191000,MONSON WATER AND SEWER DEPT,10009,7/10/2023,10.5,0,6,False
MA1192000,TURNERS FALLS WATER DEPT,10050,11/5/2024,10.5,0,6,False
MA1192000,TURNERS FALLS WATER DEPT,10050,5/7/2024,10.5,0,6,False
MA1192000,TURNERS FALLS WATER DEPT,10053,11/4/2024,10.5,0,6,False
MA1192000,TURNERS FALLS WATER DEPT,10053,5/6/2024,10.5,0,6,False
MA1209000,NORTH ADAMS WATER DEPT,EP1,11/16/2023,10.5,0,6,False
MA1209000,NORTH ADAMS WATER DEPT,EP1,4/3/2024,10.5,0,6,False
MA1209000,NORTH ADAMS WATER DEPT,EP1,5/18/2023,14.399999999999999,1,6,False
MA1209000,NORTH ADAMS WATER DEPT,EP1,8/17/2023,10.5,0,6,False
MA1214000,NORTHAMPTON WATER DEPT,10049,12/6/2023,10.5,0,6,False
MA1214000,NORTHAMPTON WATER DEPT,10049,6/12/2024,10.5,0,6,False
MA1214000,NORTHAMPTON WATER DEPT,701,12/6/2023,10.5,0,6,False
MA1214000,NORTHAMPTON WATER DEPT,701,7/15/2024,10.5,0,6,False
MA1214000,NORTHAMPTON WATER DEPT,703,12/6/2023,10.5,0,6,False
MA1214000,NORTHAMPTON WATER DEPT,703,3/5/2024,10.5,0,6,False
MA1214000,NORTHAMPTON WATER DEPT,703,6/3/2024,10.5,0,6,False
MA1214000,NORTHAMPTON WATER DEPT,703,9/4/2024,10.5,0,6,False
MA1223000,ORANGE WATER DEPT,10002,10/29/2025,10.5,0,6,False
MA1223000,ORANGE WATER DEPT,10002,3/19/2025,10.5,0,6,False
MA1223000,ORANGE WATER DEPT,10003,10/28/2025,10.5,0,6,False
MA1223000,ORANGE WATER DEPT,10003,3/19/2025,10.5,0,6,False
MA1223000,ORANGE WATER DEPT,10010,10/28/2025,10.5,0,6,False
MA1223000,ORANGE WATER DEPT,10010,3/19/2025,10.5,0,6,False
MA1223000,ORANGE WATER DEPT,ATHOLPOE,10/29/2025,10.5,0,6,False
MA1223000,ORANGE WATER DEPT,ATHOLPOE,3/19/2025,10.5,0,6,False
MA1223000,ORANGE WATER DEPT,ATHOLPOE,5/27/2025,13.3,1,6,False
MA1227000,PALMER WATER DISTRICT NO.1,10000,1/7/2025,10.5,0,6,False
MA1227000,PALMER WATER DISTRICT NO.1,10000,7/9/2025,10.5,0,6,False
MA1227000,PALMER WATER DISTRICT NO.1,10008,1/7/2025,10.5,0,6,False
MA1227000,PALMER WATER DISTRICT NO.1,10008,10/8/2025,10.5,0,6,False
MA1227000,PALMER WATER DISTRICT NO.1,10008,4/8/2025,10.5,0,6,False
MA1227000,PALMER WATER DISTRICT NO.1,10008,7/9/2025,10.5,0,6,False
MA1227000,PALMER WATER DISTRICT NO.1,10010,1/7/2025,10.5,0,6,False
MA1227000,PALMER WATER DISTRICT NO.1,10010,7/9/2025,10.5,0,6,False
MA1236000,PITTSFIELD DPU WATER DEPT,21655,12/20/2023,10.5,0,6,False
MA1236000,PITTSFIELD DPU WATER DEPT,21655,2/13/2024,10.5,0,6,False
MA1236000,PITTSFIELD DPU WATER DEPT,21655,5/21/2024,10.5,0,6,False
MA1236000,PITTSFIELD DPU WATER DEPT,21655,8/12/2024,10.5,0,6,False
MA1236000,PITTSFIELD DPU WATER DEPT,739,2/13/2024,10.5,0,6,False
MA1236000,PITTSFIELD DPU WATER DEPT,739,5/21/2024,10.5,0,6,False
MA1236000,PITTSFIELD DPU WATER DEPT,739,8/12/2024,10.5,0,6,False
MA1275000,SOUTH HADLEY FD #1 (MWRA),EP001,1/9/2024,10.5,0,6,False
MA1275000,SOUTH HADLEY FD #1 (MWRA),EP001,10/16/2024,10.5,0,6,False
MA1275000,SOUTH HADLEY FD #1 (MWRA),EP001,4/9/2024,10.5,0,6,False
MA1275000,SOUTH HADLEY FD #1 (MWRA),EP001,8/13/2024,10.5,0,6,False
MA1275001,SOUTH HADLEY FIRE DISTRICT #2 WATER DEPT,10005,11/5/2025,10.5,0,6,False
MA1275001,SOUTH HADLEY FIRE DISTRICT #2 WATER DEPT,10005,5/6/2025,10.5,0,6,False
MA1275001,SOUTH HADLEY FIRE DISTRICT #2 WATER DEPT,10070,11/5/2025,10.5,0,6,False
MA1275001,SOUTH HADLEY FIRE DISTRICT #2 WATER DEPT,10070,5/6/2025,10.5,0,6,False
MA1276000,SOUTHAMPTON WATER DEPT,10001,10/8/2024,10.5,0,6,False
MA1276000,SOUTHAMPTON WATER DEPT,10001,4/9/2024,10.5,0,6,False
MA1276000,SOUTHAMPTON WATER DEPT,10003,11/6/2024,10.5,0,6,False
MA1276000,SOUTHAMPTON WATER DEPT,10003,4/9/2024,10.5,0,6,False
MA1279000,SOUTHWICK WATER DEPT,10000,11/6/2023,10.5,0,6,False
MA1279000,SOUTHWICK WATER DEPT,10000,2/14/2023,10.5,0,6,False
MA1279000,SOUTHWICK WATER DEPT,10000,5/2/2023,10.5,0,6,False
MA1279000,SOUTHWICK WATER DEPT,10000,8/7/2023,10.5,0,6,False
MA1279000,SOUTHWICK WATER DEPT,10006,11/7/2023,10.5,0,6,False
MA1279000,SOUTHWICK WATER DEPT,10006,2/14/2023,10.5,0,6,False
MA1279000,SOUTHWICK WATER DEPT,10006,5/2/2023,10.5,0,6,False
MA1279000,SOUTHWICK WATER DEPT,10006,8/8/2023,10.5,0,6,False
MA1281000,SPRINGFIELD WATER AND SEWER COMMISSION,25171,11/14/2023,10.5,0,6,False
MA1281000,SPRINGFIELD WATER AND SEWER COMMISSION,25171,2/15/2023,10.5,0,6,False
MA1281000,SPRINGFIELD WATER AND SEWER COMMISSION,25171,5/18/2023,10.5,0,6,False
MA1281000,SPRINGFIELD WATER AND SEWER COMMISSION,25171,8/15/2023,10.5,0,6,False
MA1309000,WARE WATER DEPT,10010,3/4/2025,18.5,2,6,False
MA1309000,WARE WATER DEPT,10010,9/10/2025,14.2,1,6,False
MA1309000,WARE WATER DEPT,10011,3/4/2025,10.5,0,6,False
MA1309000,WARE WATER DEPT,10011,9/10/2025,10.5,0,6,False
MA1325000,WEST SPRINGFIELD DPW WATER DIVISION,100011,1/6/2025,10.5,0,6,False
MA1325000,WEST SPRINGFIELD DPW WATER DIVISION,100011,7/15/2024,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,10511,1/8/2025,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,10511,10/28/2024,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,10511,4/28/2025,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,10511,7/16/2025,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,10514,10/28/2024,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,10514,4/28/2025,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,10515,10/28/2024,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,10515,4/28/2025,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,10522,10/28/2024,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,10522,4/28/2025,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,10526,10/28/2024,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,10526,4/28/2025,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,EP001,10/28/2024,10.5,0,6,False
MA1329000,WESTFIELD WATER DEPT,EP001,4/28/2025,10.5,0,6,False
MA1337010,WHATELY WATER DEPARTMENT,10003,11/6/2024,10.5,0,6,False
MA1337010,WHATELY WATER DEPARTMENT,10003,5/8/2024,10.5,0,6,False
MA1339000,WILBRAHAM WATER DEPT (MWRA),10083,12/4/2024,10.5,0,6,False
MA1339000,WILBRAHAM WATER DEPT (MWRA),10083,3/4/2024,10.5,0,6,False
MA1339000,WILBRAHAM WATER DEPT (MWRA),10083,6/3/2024,10.5,0,6,False
MA1339000,WILBRAHAM WATER DEPT (MWRA),10083,9/10/2024,10.5,0,6,False
MA1341000,WILLIAMSTOWN WATER DEPT,10451,3/18/2025,10.5,0,6,False
MA1341000,WILLIAMSTOWN WATER DEPT,10451,9/23/2025,10.5,0,6,False
MA1341000,WILLIAMSTOWN WATER DEPT,10544,3/18/2025,10.5,0,6,False
MA1341000,WILLIAMSTOWN WATER DEPT,10544,9/23/2025,10.5,0,6,False
MA1341000,WILLIAMSTOWN WATER DEPT,10549,11/12/2025,10.5,0,6,False
MA1341000,WILLIAMSTOWN WATER DEPT,10549,3/18/2025,10.5,0,6,False
MA1341010,MT GREYLOCK REGIONAL SCHOOL,10003,10/3/2023,10.5,0,6,False
MA1341010,MT GREYLOCK REGIONAL SCHOOL,10003,4/4/2023,10.5,0,6,False
MA2002000,ACTON WATER SUPPLY DISTRICT,19252,1/5/2024,20.4,2,6,True
MA2002000,ACTON WATER SUPPLY DISTRICT,19252,3/15/2023,24.599999999999998,3,6,True
MA2002000,ACTON WATER SUPPLY DISTRICT,19252,6/28/2023,25.6,2,6,True
MA2002000,ACTON WATER SUPPLY DISTRICT,19252,9/21/2023,23.7,2,6,True
MA2002000,ACTON WATER SUPPLY DISTRICT,MULT14,12/6/2023,18.4,2,6,False
MA2002000,ACTON WATER SUPPLY DISTRICT,MULT14,3/15/2023,16.8,2,6,False
MA2002000,ACTON WATER SUPPLY DISTRICT,MULT14,6/5/2023,18.2,2,6,False
MA2002000,ACTON WATER SUPPLY DISTRICT,MULT14,9/18/2023,18.5,2,6,False
MA2002000,ACTON WATER SUPPLY DISTRICT,MULT16,3/13/2023,16.5,2,6,False
MA2002000,ACTON WATER SUPPLY DISTRICT,MULT16,9/25/2023,15.4,2,6,False
MA2011000,ASHBURNHAM WATER DEPARTMENT,01S,12/9/2024,10.5,0,6,False
MA2011000,ASHBURNHAM WATER DEPARTMENT,01S,3/4/2024,10.5,0,6,False
MA2011000,ASHBURNHAM WATER DEPARTMENT,01S,6/4/2024,10.5,0,6,False
MA2011000,ASHBURNHAM WATER DEPARTMENT,01S,9/9/2024,10.5,0,6,False
MA2011004,ASH/WIN JOINT WATER AUTHORITY,01T,10/15/2025,10.5,0,6,False
MA2011004,ASH/WIN JOINT WATER AUTHORITY,01T,11/14/2024,10.5,0,6,False
MA2011004,ASH/WIN JOINT WATER AUTHORITY,01T,2/26/2025,10.5,0,6,False
MA2011004,ASH/WIN JOINT WATER AUTHORITY,01T,8/15/2024,10.5,0,6,False
MA2017000,"AUBURN WATER DISTRICT, MA",01G,3/12/2025,16.2,2,6,False
MA2017000,"AUBURN WATER DISTRICT, MA",01G,9/3/2025,12.600000000000001,1,6,False
MA2017000,"AUBURN WATER DISTRICT, MA",02G,3/12/2025,10.5,0,6,False
MA2017000,"AUBURN WATER DISTRICT, MA",02G,9/10/2025,13.8,1,6,False
MA2017000,"AUBURN WATER DISTRICT, MA",03G,6/9/2025,12.8,1,6,False
MA2017000,"AUBURN WATER DISTRICT, MA",03G,9/10/2025,15.5,2,6,False
MA2017000,"AUBURN WATER DISTRICT, MA",MULT2,3/10/2025,12.7,1,6,False
MA2017000,"AUBURN WATER DISTRICT, MA",MULT2,9/4/2025,15.6,2,6,False
MA2017000,"AUBURN WATER DISTRICT, MA",MULT5,3/10/2025,10.5,0,6,False
MA2017000,"AUBURN WATER DISTRICT, MA",MULT5,9/4/2025,10.5,0,6,False
MA2017000,"AUBURN WATER DISTRICT, MA",MULT6,3/10/2025,10.5,0,6,False
MA2017000,"AUBURN WATER DISTRICT, MA",MULT6,9/4/2025,10.5,0,6,False
MA2019000,AYER DPW  WATER DIVISION,MULT7,11/7/2023,10.5,0,6,False
MA2019000,AYER DPW  WATER DIVISION,MULT7,5/2/2023,10.5,0,6,False
MA2019000,AYER DPW  WATER DIVISION,MULT8,11/7/2023,10.5,0,6,False
MA2019000,AYER DPW  WATER DIVISION,MULT8,5/2/2023,10.5,0,6,False
MA2019001,DEVENS  MASSDEVELOPMENT,03G,10/4/2023,10.5,0,6,False
MA2019001,DEVENS  MASSDEVELOPMENT,03G,4/4/2023,10.5,0,6,False
MA2019001,DEVENS  MASSDEVELOPMENT,05G,11/7/2023,10.5,0,6,False
MA2019001,DEVENS  MASSDEVELOPMENT,05G,4/4/2023,10.5,0,6,False
MA2019001,DEVENS  MASSDEVELOPMENT,06G,10/4/2023,10.5,0,6,False
MA2019001,DEVENS  MASSDEVELOPMENT,06G,4/4/2023,10.5,0,6,False
MA2021000,BARRE WATER DEPARTMENT,10000,10/3/2023,10.5,0,6,False
MA2021000,BARRE WATER DEPARTMENT,10000,4/4/2023,10.5,0,6,False
MA2021000,BARRE WATER DEPARTMENT,10003,10/3/2023,10.5,0,6,False
MA2021000,BARRE WATER DEPARTMENT,10003,4/4/2023,10.5,0,6,False
MA2021000,BARRE WATER DEPARTMENT,10004,10/3/2023,10.5,0,6,False
MA2021000,BARRE WATER DEPARTMENT,10004,4/4/2023,10.5,0,6,False
MA2025000,BELLINGHAM DPW  WATER  SEWER DIV.,MULT11,3/28/2025,10.5,0,6,False
MA2025000,BELLINGHAM DPW  WATER  SEWER DIV.,MULT11,9/23/2024,12.8,1,6,False
MA2025000,BELLINGHAM DPW  WATER  SEWER DIV.,MULT12,3/28/2025,10.5,0,6,False
MA2025000,BELLINGHAM DPW  WATER  SEWER DIV.,MULT12,9/23/2024,15.8,2,6,False
MA2032000,BLACKSTONE WATER DEPARTMENT,MULT6,10/7/2025,14.2,1,6,False
MA2032000,BLACKSTONE WATER DEPARTMENT,MULT6,4/7/2025,10.5,0,6,False
MA2039000,BOYLSTON WATER DISTRICT,01G,6/3/2025,10.5,0,6,False
MA2039000,BOYLSTON WATER DISTRICT,03G,6/3/2025,10.5,0,6,False
MA2039000,BOYLSTON WATER DISTRICT,05G,6/3/2025,14.5,1,6,False
MA2064000,CLINTON WATER DEPT,03S,11/5/2024,10.5,0,6,False
MA2064000,CLINTON WATER DEPT,03S,2/6/2024,10.5,0,6,False
MA2064000,CLINTON WATER DEPT,03S,5/13/2024,10.5,0,6,False
MA2064000,CLINTON WATER DEPT,03S,8/5/2024,10.5,0,6,False
MA2077000,DOUGLAS WATER DEPARTMENT,MULT,6/2/2025,10.5,0,6,False
MA2077000,DOUGLAS WATER DEPARTMENT,MULT2,6/2/2025,10.5,0,6,False
MA2080000,DUDLEY WATER DEPARTMENT,EP004,1/18/2023,10.5,0,6,False
MA2080000,DUDLEY WATER DEPARTMENT,EP004,7/12/2023,10.5,0,6,False
MA2080006,SOUTHBRIDGE TOOL AND MANUFACTURING,01G,10/3/2023,10.5,0,6,False
MA2080006,SOUTHBRIDGE TOOL AND MANUFACTURING,01G,4/5/2023,10.5,0,6,False
MA2097000,"FITCHBURG DPW, DIV. OF WATER SUPPLY",MULT4,12/4/2024,10.5,0,6,False
MA2097000,"FITCHBURG DPW, DIV. OF WATER SUPPLY",MULT4,3/6/2024,13.399999999999999,1,6,False
MA2097000,"FITCHBURG DPW, DIV. OF WATER SUPPLY",MULT4,6/10/2024,10.5,0,6,False
MA2097000,"FITCHBURG DPW, DIV. OF WATER SUPPLY",MULT4,9/10/2024,10.5,0,6,False
MA2097000,"FITCHBURG DPW, DIV. OF WATER SUPPLY",MULT5,12/4/2024,10.5,0,6,False
MA2097000,"FITCHBURG DPW, DIV. OF WATER SUPPLY",MULT5,3/6/2024,10.5,0,6,False
MA2097000,"FITCHBURG DPW, DIV. OF WATER SUPPLY",MULT5,6/10/2024,10.5,0,6,False
MA2097000,"FITCHBURG DPW, DIV. OF WATER SUPPLY",MULT5,9/10/2024,10.5,0,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",04G,10/10/2024,10.5,0,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",04G,4/8/2025,10.5,0,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",05G,10/10/2024,13.2,1,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",05G,4/8/2025,12.600000000000001,1,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",09G,10/15/2024,16.8,2,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",09G,4/8/2025,10.5,0,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",10G,10/10/2024,10.5,0,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",10G,4/8/2025,10.5,0,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",14G,10/10/2024,13.100000000000001,1,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",14G,6/17/2025,14.4,1,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",MULT1,10/10/2024,10.5,0,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",MULT1,6/17/2025,10.5,0,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",MULT3,10/10/2024,10.5,0,6,False
MA2101000,"FRANKLIN WATER DEPARTMENT, MA",MULT3,4/8/2025,10.5,0,6,False
MA2103000,GARDNER WATER DEPARTMENT,01G,10/12/2023,10.5,0,6,False
MA2103000,GARDNER WATER DEPARTMENT,01G,4/11/2023,10.5,0,6,False
MA2103000,GARDNER WATER DEPARTMENT,20415,12/5/2023,10.5,0,6,False
MA2103000,GARDNER WATER DEPARTMENT,20415,3/7/2023,10.5,0,6,False
MA2103000,GARDNER WATER DEPARTMENT,20415,6/5/2023,10.5,0,6,False
MA2103000,GARDNER WATER DEPARTMENT,20415,9/11/2023,10.5,0,6,False
MA2110000,GRAFTON WATER DISTRICT,EP001,10/23/2024,20.299999999999997,2,6,True
MA2110000,GRAFTON WATER DISTRICT,EP001,8/20/2025,18.4,2,6,False
MA2110000,GRAFTON WATER DISTRICT,EP002,8/20/2025,15.8,2,6,False
MA2110000,GRAFTON WATER DISTRICT,EP002,9/25/2024,15.7,2,6,False
MA2110000,GRAFTON WATER DISTRICT,EP004,8/20/2025,10.5,0,6,False
MA2110000,GRAFTON WATER DISTRICT,EP004,9/25/2024,10.5,0,6,False
MA2110000,GRAFTON WATER DISTRICT,EP005,8/20/2025,18.4,2,6,False
MA2110000,GRAFTON WATER DISTRICT,EP005,9/25/2024,10.5,0,6,False
MA2115000,GROTON WATER DEPARTMENT,02G,12/4/2024,10.5,0,6,False
MA2115000,GROTON WATER DEPARTMENT,02G,6/4/2024,10.5,0,6,False
MA2115000,GROTON WATER DEPARTMENT,MULT,12/4/2024,10.5,0,6,False
MA2115000,GROTON WATER DEPARTMENT,MULT,6/4/2024,10.5,0,6,False
MA2134000,"HOLDEN WATER DIVISION, DPW",19984,4/25/2023,12.8,1,6,False
MA2134000,"HOLDEN WATER DIVISION, DPW",19984,9/12/2023,12.600000000000001,1,6,False
MA2134000,"HOLDEN WATER DIVISION, DPW",19986,4/10/2023,10.5,0,6,False
MA2134000,"HOLDEN WATER DIVISION, DPW",19986,9/12/2023,13.399999999999999,1,6,False
MA2134000,"HOLDEN WATER DIVISION, DPW",19987,4/25/2023,10.5,0,6,False
MA2134000,"HOLDEN WATER DIVISION, DPW",19987,9/12/2023,10.5,0,6,False
MA2134000,"HOLDEN WATER DIVISION, DPW",SALISBURYSTINTERTIE,1/30/2024,10.5,0,6,False
MA2134000,"HOLDEN WATER DIVISION, DPW",SALISBURYSTINTERTIE,4/10/2023,10.5,0,6,False
