PWSID,PWSName,SamplePointID,CollectionDate,pfas6_sum_ppt,pfas6_n_detected,pfas6_n_analytes,exceeds_ma_mmcl
MA4351000,YARMOUTH WATER DEPARTMENT,10016,1/22/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10016,7/24/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10023,3/19/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10023,7/29/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10024,1/14/2025,12.1,1,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10024,7/24/2025,12.1,1,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10026,2/12/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10026,7/29/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10027,1/14/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10027,7/29/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10028,1/14/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10028,7/29/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10029,1/22/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10029,7/23/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10030,1/13/2025,10.5,0,6,False
MA4351000,YARMOUTH WATER DEPARTMENT,10030,7/29/2025,10.5,0,6,False
